food_no,food_name,food_dsc,food_star,food_review_count,food_class_no,food_img_url
671,율무밥,율무밥 : 율무를 섞어 지은 밥,0,0,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS8Y919wp46W2-Zk7xyxVFj1z-qd2fMC6kCz3WANlHNAfXCPY7SxXDyrq_3ZMo&s
672,인절미,인절미 : 찹쌀이나 찹쌀가루를 시루에 쪄서 절구에 찧어 적당한 크기로 잘라 고물을 묻힌 떡,0,0,5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ1qUaXi96nyZdcAP-0Tr5_EYlkYKUVY73mueCD4SN_sjH6XAdFMvWFxEOPOA&s
673,일본된장국,NULL,0,0,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT9DLV9kPbNGbn_LUTJk5YDLIVSlGdFl_W6f5ap2BWWej0-gvCmcGpp5l_brvs&s
674,임연수구이,임연수구이 : 손질한 임연수를 반으로 갈라 구워먹는 음식이다.,0,0,17,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR5quDYkFaWxMpO-W0TRA_z1gMChxS3IPbbWc6nyjMBZFT686t1qXb8zlN-Bqs&s
675,자장면,"짜장면 : 돼지고기 간것과 양파, 호박, 생강 등을 다져 중국된장과 함께 볶은 양념을 국수에 넣어 비벼 먹는 요리",0,0,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR9izhM3EzuChUhq2_F7pVWq4Df_4c5vbUMO3gkW8icW1RYG9TU0RwcVvLx3fI&s
676,자장밥,NULL,0,0,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcShoZNI4S4XXUJC0cxp3HiGBpwogRlPNmcTO1zb5qHf9CbzeHrWTYMv8AE-fW4&s
677,잔멸치견과류볶음,NULL,0,0,18,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9QT-24z6omUpdYHCQ0lz8nvaOLM68S0p0mutUhbOqMCv4WqVgUgfS0ELRXDc&s
678,잔멸치고추볶음,NULL,0,0,18,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQVk3__WSOSB9ojJDfZJhG9_Be-Pi9FRfiGh2UVgckdu0OzjaEshtMGnHMIh7g&s
679,잔멸치볶음,잔멸치볶음 : 잔멸치를 조림장에 볶아 만든 마른 찬,0,0,18,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQsdSv56U8DEUqs-Vgs6Q9AiDk28Y4_q6mgoF_LNr3JymLvqUkECIMzDFquqc8&s
680,땅콩잔멸치볶음,잔멸치볶음 : 잔멸치를 조림장에 볶아 만든 마른 찬,0,0,18,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT36GkNF9jjK348U2xWZL2NsKvPfpTCQmAx_1cIf6SMxkyEv6LwrFZuztQLZMU&s
681,꽈리고추잔멸치볶음,잔멸치볶음 : 잔멸치를 조림장에 볶아 만든 마른 찬,0,0,18,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSCGD2Tll6_VgD80TRodYfplWpwdRIVPxfnigZwtYm6wcLf9TmubfzHUGzFu7w&s
682,잔치국수,잔치국수 : 삶아 건진 국수사리에 고명을 얹고 멸치장국을 부어 만든 음식,0,0,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8jmuNBCxY8gyblLNr1aFAn42PmjOcIo6gM1IzP_9m6eGRMDWrjofibIeYzA&s
683,잡곡밥,잡곡밥 : 잡곡을 섞어 지은 밥,0,0,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRkdtI7GxIQDIH7nAUMv6rDb_d1kJT_c1YI6YGwwkAtNLqLmJ0ZST51BsTPhiM&s
684,잡채,잡채 : 채소 ·버섯 ·고기 등의 재료를 볶아서 무치는 숙채,0,0,18,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRFVPt4vFGOZXlsnSRZ969Si7F_gXfrNkessUItnThs5m8bQZjzmrlB8HL7gPg&s
685,돼지고기잡채,잡채 : 채소 ·버섯 ·고기 등의 재료를 볶아서 무치는 숙채,0,0,18,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSOPE8kZhGYpkJ4prOiGabs3Mtc3v3qK-3pjeDfUMjNcbHHGUFTUQnSmnep4A&s
686,소고기잡채,잡채 : 채소 ·버섯 ·고기 등의 재료를 볶아서 무치는 숙채,0,0,18,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSZRfjoCnmi-YjVO7THgfWn6KO3Ys8Nadl92qlpZMaTgrB9BnXmkNgBZiwaLgA&s
687,잡채밥,NULL,0,0,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR4knmg26ZhgfTMN9GHmpS8u230OXjfKLmdosYioRAq88N_wYoQ6kdT-YBdSno&s
688,잡탕밥,NULL,0,0,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT544OS1fV1TvMV_us6D3lyr965E_YMEigVION_MRCTr83P_e_okJLpdJOHDg&s
689,잣죽,잣죽 : 잣과 쌀을 함께 갈아서 쑨 죽,0,0,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT0sy56ycoQ_hYmuzVxKxTGvyicdrm0dW02Na-XQ0NnRprarbsvDkj79WBsObQ&s
690,장떡,개성장떡 : 된장이나 고추장에 찹쌀가루와 쇠고기 등을 넣고 버무려 동글납작하게 빚어서 말린 후 찌거나 기름에 지진 떡,0,0,26,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTohCCn21QikaYQ01gm0A7p3t-TYURodxcBQNckGjeVwO5X-gM3gIe3kcP7WVE&s
691,장어고추장구이,NULL,0,0,17,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ32xRZA1odiuK6LnDPub4lx7cgGQJUTgyaPnD6srG7SGny_YqlDDBXmbLFDtk&s
692,장어소금구이,장어구이 : 장어에 고추장 양념을 발라 구운 구이요리,0,0,17,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSiw_X4C7qnkERsOWo6PcLIrwvlFJgHe5h9QYaidaZiOx6NvHSkHSFiJv4P5A&s
693,장어덮밥,장어덮밥 : 민물장어를 장국에 재워 구운 뒤 밥에 얹어 먹는 덮밥 류의 요리,0,0,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS6is_36Q-rZZxLQHIyXFw2ALeDEHtQJs4vrw0iPSycDaCctoE9cMpqjA61-hc&s
694,장어초밥,스시 : 식초로 간을 한 밥에 생선을 얇게 저민 것이나 달걀 ·채소 ·김 따위를 섞거나 얹거나 말거나 하는 요리,0,0,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS0Q0DG2z_xpYXyaF4M-LCSofdW-vO2-mirUj7BGLSrhkj2bKEUP86IuZ3EIA&s
695,장어탕,장어탕 : 장어를 넣어 끓인 탕,0,0,15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSifHaRXrEzbinFqKoyfGnkUve7X4dIsnVs8Rh6JxqAfKMVr6g9wurP8Q3iTNM&s
696,재첩국,재첩국 : 재첩을 넣고 맑게 끓인 국,0,0,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSFBmaqZe_nvWtn-sVYkVcVOxEDhVH6XzmMtrnXKZzzfby7nc1rj4kWVwSHdA&s
697,쟁반국수,쟁반국수 : 메밀국수와 여러 가지 채소를 쟁반에 담아 양념간장에 곁들여 먹는 막국수의 일종,0,0,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS5SZWC7XedPJLYK00SB0f32LShOdDiBal6lNhxQuXG9cm6QiHu3dM-1Eawhw&s
698,쟁반짜장,"짜장면 : 돼지고기 간것과 양파, 호박, 생강 등을 다져 중국된장과 함께 볶은 양념을 국수에 넣어 비벼 먹는 요리",0,0,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT1trwZH-Aq1G7VepfUTcSb73YZktladckvezMlG1MSimCq2brKbYDIi1SvbQ&s
699,전복죽,전복죽 : 전복과 쌀로 쑨 죽,0,0,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRCejjJWaki18X7MhFW-tckW3tDZx_T1tPvE0bwaBGBaXd-lY2UMqqK0xM9_Q&s
700,전복탕,NULL,0,0,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQmzPmVNMV_gS1SKvJwKUnP7k8poQSxDYYQHYrkEMQaDwq7dn-T-Ix23aRAHg&s
701,전어구이,전어구이 : 칼집 낸 전어를 석쇠에 구운 것이다.,0,0,17,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSmIyf42dTbJWqmh2opj8opbxPXuS8F8Kacdw7zyjOD-qsT_7HZ9QSXS9RD8w&s
702,절편,절편 : 일차함수의 그래프가 축과 만나는 교점의 좌표,0,0,5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT3hHXw3aWbHm1oQhbTz9c5PpXidYOuzpHYIg6cglew8d_q_TX90Z7VsmfZJQ&s
703,제육덮밥,제육덮밥 : 얇게 썬 돼지고기와 각종 채소를 고추장 양념에 무쳐서 맵게 볶은 것이 제육볶음이다.,0,0,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ2B2rawRDk-z8EbQOLd8Y6ugjs0dMe6PHlR1mWwJp9Z2_4mg9Q4Cz0IwleteE&s
704,제육볶음,제육볶음 : 돼지고기 목살을 얇게 저며 잔 칼집을 넣고 생강즙을 충분히 넣은 고추장 양념에 재웠다 볶은 대표적인 고추장 양념 볶음,0,0,18,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTAYGmj1ABKg8a0VTatEpBeAZK8dskciVRB8w4yw9ewKJWkdWTGC8NSWHbky3A&s
705,조개된장찌개,된장찌개 : 된장을 푼 물에 갖은 재료를 넣어 끓인 찌개,0,0,15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSVP7zpEmA8kCYNDv4BY5lXkhBjMPylDz1QibTjRw1WnPc9tN64EOS7IjY-tQ&s
706,조갯국,NULL,0,0,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTFCESD77_s6_fC6vuuO_NOh_Iqtu9m7sx0812V2YGdjVQiLXnImrZ6nlUZcg&s
707,조기구이,"조기구이 : 손질한 조기에 칼집을 내고 양념을 바른 뒤, 팬이나 화로에 구워먹는 요리",0,0,17,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQp3KZFns2zIZG54d2OloUGxVVkzgiP9k4hnaUH1ykIarMZPX0leKp_0wAI6CU&s
708,조기매운탕,조기매운탕 : 고추장 양념을 푼물에 무와 조기를 넣고 끓이다가 마지막에 쑥갓을 올려 내는 탕으로 칼칼한 맛이 매력이다.,0,0,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTIkn-kmXg0zTRnC5Pb7X_PBvi3mWwLKKYMrNrnbcno47UPy8BNhx_XbWDC-w&s
709,조기조림,조기조림 : 조기를 손질한 후에 두세 토막을 내어 갖은 양념으로 약한불에서 끓인 생선조림,0,0,19,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRMB9Sq6bHAmZyKVP-B_N1XEBuY8DzFb1Hf5izWz2VwSWaRip1Hz9gqUgTuUA&s
710,조기찜,"조기찜 : 소금 간한 조기에 다진 마늘, 파채, 고춧가루, 통깨를 얹어 찜통에 찐 것이다.",0,0,16,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSRq32BDtToCE7tL59ZlcBO_quQex26tUr_jxJvfiGg58vW3iRVmygeMhC_yg&s
711,조미김,"조미김 : 김을 180~200℃에서 5~30초간 구운김의 양면에 간장, 국물, 미림, 향신료를 배합한 조미액을 sponge roller에 적하하면서 김의 표면에 균일하게 도포하고 물을 제거한 후 가열 건조하여 제조하는 간이법도 있다.",0,0,17,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS5GLNwtgLfLAR4hIsePVMH90QNW42HHVY12gyuKs_0kHLREHb3Q_l9Vx6yUA&s
712,족발,족발 : 돼지족을 삶아 양념장에 조린 음식,0,0,16,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQk_dwlfKt9YKPtxHd4VVOS3k08zOaqHObKyReZFu9pPRfJ-Pf8Rbbv6MxkFNI&s
713,주꾸미볶음,NULL,0,0,18,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRZrSTX7hf1obe-MxR-VahJOgy26i17YeVseMirdZRSEbepMn58T4uabn5ANA&s
714,주꾸미채소볶음,NULL,0,0,18,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSkeF8EnvB1T_KhvEXwCviZs-RKqEkZ_-mIcukeiJ3FQZYsTD0cNzaBBoN5DEI&s
715,김치주먹밥,NULL,0,0,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHEf0tXuODNxqYwV8sqJktjPHbvoC9z0ZRxTrykozL_B2iO6gWTZbizG6aIgc&s
716,참치주먹밥,NULL,0,0,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQX3SmNQRDNMQxEaW_0zKc59Q3bPcQla6iTygtbSTaARkYF4nAvPocuiQ9BhTU&s
717,죽순쇠고기볶음,NULL,0,0,18,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR940Wnk-erA0tDG3mvy5-zepk8sFm0lJOosTnTOqOBvBWRiNNeSbWsxnYNlVI&s
718,중식우동,NULL,0,0,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSV_R9eHmCciyibpC2LVIGfYMbkiHZUZtCIbsB_Li45-UO0I5D-5mwLPDKRyNI&s
719,중식잡채,NULL,0,0,18,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQxzT_1QHBOMR1Rtl5D9JKLi2yPBz16eHs_ytx3-RP7OQosopvas88hBeRRRxY&s
720,쥐포구이,NULL,0,0,17,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT4GhpD41zijEjk1P6RKiX80Bpl_iWWESz1aabKVbyuafKyLY5YocXfyeyvAg&s
721,쥐포조림,NULL,0,0,19,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRJljobqEeyirKcIlBlHpzI3_NwfDNFc0YyKJpDHSfdRR45Dx3qNoom8iriZw&s
722,쥐포튀김,NULL,0,0,20,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTtIGDWk0JZh4oR3kd_d96WUhze8rNey1XDZgGAS9PDtexpVz7zUPS01QtFqg&s
723,증편,증편 : 멥쌀가루에 막걸리를 넣고 부풀려 찐 떡으로 여름철 떡,0,0,5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQYrXH-tcHjh3MHuiFXuNT8bh9QCSiOQTzEilDj4q37H5TzXF9Bqpzmy0DVQg&s
724,짜장면,"짜장면 : 돼지고기 간것과 양파, 호박, 생강 등을 다져 중국된장과 함께 볶은 양념을 국수에 넣어 비벼 먹는 요리",0,0,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRaDjwqwUzUpHixebLqxU2vN0OQn0daW05SJDiM-aOEQQCPgItCzT2VORHzTHQ&s
725,짜장밥,NULL,0,0,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcShoZNI4S4XXUJC0cxp3HiGBpwogRlPNmcTO1zb5qHf9CbzeHrWTYMv8AE-fW4&s
726,짜장소스,NULL,0,0,30,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTxeCLn4NSKPQzMz1QK1922UvwvjnlHcaU29bENpPm3_OCVY6s9v8orYsYcqA4&s
727,짬뽕,"짬뽕 : 야채와 돼지고기, 해물 등을 기름에 볶아 닭이나 돼지뼈로 만든 육수를 넣고 끓인 중국식 요리",0,0,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSdzqJlqucwy2AWCtdTk-lAc9VGQvPhWGMrmgnowydArbdBRjYUwgVi02Oerks&s
728,짬뽕라면,NULL,0,0,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSdzqJlqucwy2AWCtdTk-lAc9VGQvPhWGMrmgnowydArbdBRjYUwgVi02Oerks&s
729,짬뽕밥,"짬뽕밥 : 짬뽕의 한 종류로서 해산물, 돼지고기, 야채를 넣어 매콤하게 볶은 것을 닭이나 돼지 뼈로 만든 육수를 넣어 끓인 뒤 밥을 말아먹는 한국식 중화요리.",0,0,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTsy6PnX7m7PZzkD9yLfcI886Rz8iiIl1Zl94lnb5axcdZSTe3jP2FTnCzWAQ&s
730,쫄면,"쫄면 : 오이, 양파, 콩나물 등의 야채를 넣어 매콤한 양념에 비벼먹는 국수",0,0,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQOTFoh3xbtR5Y7Z5yhXjnACziNafdUKQ_1roFQbsIiGxXUSy5vupX2jXLRE28&s
731,쫄볶이,"쫄볶이 : 적당한 크기로 자른 가래떡에 쫄면, 어묵, 채소 등을 넣고 매콤하게 끓여낸 요리.",0,0,18,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRdMVHYCyIEKAJXZezKmu0tYMEt9jxuzshAdN9VW8nDGM-OscCOJbBqZnrNHw&s
732,찐감자,찌기 : 물을 끓인 수증기로 식품을 익히는 조리법,0,0,16,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR_-3WrANJZyepSd5wZFR5V6_LQDbtoORInktJFJ4tEGxz-QVkOkcbSoRQEeA&s
733,찐고구마,NULL,0,0,16,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQuaDp9YPpJnTr_3D4lhbAYUKz7G_yNyrVwT7LC9Od1JcISUm_4-wJd-C3WOQ&s
734,찐빵,찐빵 : 오븐을 쓰지 않고 증기로 쪄서 만든빵,0,0,6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSGsoL8xn4n0qY1hahnvLvS07MdfKnYQp-SFDP26lwhea_LQCybMXO9B9b-og&s
735,찐옥수수,NULL,0,0,16,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR3r5C5xhlypH0czfmJOAX164CmkweQj2lwz3kmURQjG760ZuqLkPg054WUhA&s
736,차조밥,차조밥 : 불린 쌀에 물을 붓고 센 불에서 한소끔 끓으면 차조를 위에 얹어 지은 밥이다.,0,0,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSMzLphMZhu8C57yYBeQHbfMwqBU5wJ92m9IfCkG6xvuGCUfQOeraNDVIYnXCU&s
737,찰밥,"찰밥 : 찹쌀에 팥 삶은 것, 대추 ·밤 등을 섞고 소금기를 가미하여 지은 밥",0,0,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSu3PZoJy8WyItBkO1vZHdi2r7mXfA4K3hXQStCKbJER8EUfvJ9lEzM-8nLmcM&s
738,참깨경단,NULL,0,0,5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSDy2LuCIafKX9UOjDWhqZaCKm37HkUP8ge9KhY8qt4OtdMtKfacV8IW8qtBQY&s
739,참꼬막,꼬막 : 사새목 꼬막조개과의 연체동물,0,0,16,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQlv-vnHSVi6mvr-o0HdVnTdCl4_DKCA_RvvbEqKJzXb8vJdEf8zz2eIYntPQ&s
740,참나물,참나물 : 채소 중 베타카로틴이 풍부한 참나물은 특유의 향을 가지고 있는 산채나물로 대표적인 알카리성 식품입니다.,0,0,23,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRx5QZQdG5rCkCWyUeKgjBlKmiWh-XZwPqEWq5w0qdARQqbjwdkX_cFqz4gLGM&s
741,참나물겉절이,NULL,0,0,24,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRx5QZQdG5rCkCWyUeKgjBlKmiWh-XZwPqEWq5w0qdARQqbjwdkX_cFqz4gLGM&s
742,참나물무침,참나물무침 : 소금물에 살짝 데쳐서 간장 양념에 무쳐먹는 숙채,0,0,24,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRVmP9r_le6IKICoQxhj6_DF_uw1jjrRjYG6vgG5MjDI0BisaXl1DZT3A3wyZ0&s
743,참치김치볶음,NULL,0,0,18,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQyHFZfXYJIigcAcu4d1-RPLSFXq-0qTmnyH0GlMqAE3k1hk-rqY_cvIhQPiQ&s
744,참치샌드위치,NULL,0,0,10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQAr7PXhICSpbKHmvatWpvtyPd9fxzUPjXEstCVZcGxEsqpfSQeEUVy5SzlkQI&s
745,참치김밥,참치김밥 : 김밥의 기본 재료에 마요네즈에 버무린 참치를 함께 넣어 싼다.,0,0,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRdp9II3S1zdumjvkdqruIQmnYAzJrrFiy95v0K3FmQNoCeJ-xop1EgJtxYFA&s
746,참치김치찌개,"참치김치찌개 : 냄비에 기름을 두르고 신 김치와 마늘을 볶다 육수를 넣고 김치가 무르면 통조림 참치와 두부, 대파, 고추, 고춧가루 등을 넣어 마무리 한다.",0,0,15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSDH4unzYCrqZfYfSX_ZfeS0ZqL7VoxDLXUVkBeX9-jhMwG_J5rkBle0w4UJTk&s
747,참치덮밥,NULL,0,0,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSDwnbZQv1g-TXi2xc8vr-nyuAHVXRYsTNCp_6erpgG_Rq15ehkI93fW8TDkCA&s
748,참치마요네즈삼각김밥,NULL,0,0,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ9glq-Xhue4vqA0hEMcHYE48hm7ukcncY4xmmlZU7cWcAG87ZhliZUiToCBA&s
749,참치마요삼각김밥,NULL,0,0,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ9glq-Xhue4vqA0hEMcHYE48hm7ukcncY4xmmlZU7cWcAG87ZhliZUiToCBA&s
750,참치볶음밥,NULL,0,0,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR7A1cMfEjz46NgXyuvNB20u4GHXuJZf1HPuylBMbcMYN2_7vufAktj6Kujeg&s
751,참치샐러드,NULL,0,0,22,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR3zT6tKS9l9ssLOIqJgjCYqtDzQlRHAEumvaNcE0ZV-LlQQOU2OamclTcJyfs&s
752,참치완자전,NULL,0,0,26,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSUSv6dV-ojDzKzSLU_3mT7FDrr61ENDvzbt1F-2bESPcRdTjc9YqA3ktEXZw&s
753,참치죽,"참치죽 : 참기름을 두른 팬에 잘게 다진 양파와 당근, 애호박을 볶다가 불린 쌀을 넣어 푹 끓인 후 마지막에 기름을 뺀 참치를 넣어 쑨 음식이다.",0,0,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQeFifOTv5YisT_9zkCrvhtu-vcUNhTFYl2gYszwzx0tBMqhPaLVYYoRo_OMxc&s
754,참치회덮밥,"참치회덮밥 : 저칼로리, 고단백 식품으로 레시틴 성분이 많아 뇌 발달과 집중력 향상에 도움을 주며, 혈압과 콜레스테롤을 낮춰 성인병 및 치매 예방에도 효과적이다.",0,0,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ4Q-Nog37iav-GW029GKnvVFbLB18AHAbP4rX7JL-pc1GYwlFmYNtGR3Rg4w&s
755,찹쌀도넛,찹쌀도넛 : 밀가루와 찹쌀가루를 주재료로 한 반죽을 기름에 튀긴 빵,0,0,6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSagzzuACjuw0QvOWt0GOYe-J0bR8Kylql7rtI9RenmaPWMoUaFMhLX4VR4Ng&s
756,찹쌀떡,NULL,0,0,5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQfFeTtjjD9fqcz-XuMPet-bxgfTn5mjT7k-p5rfGLv61yDEQumMhAe4grP9Yk&s
757,채소김밥,NULL,0,0,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRyH2kAu0bYcCiofNaO65NSHsWAFEPk_iu8U5DvlOsOkMMZGCibR9SmgSht3Q&s
758,채소떡볶이,NULL,0,0,5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDTJgb8FSfMefSPlJTHX5Pl32GW565mhBn1VAcKTeC2TMbusM-zrW1OMHmhg&s
759,채소볶음밥,NULL,0,0,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTNIOUCl48yufnD35con9k6X8h6-sj28Tn89f773ghHb074-Ft1DYPk8XuaxRE&s
760,채소샌드위치,NULL,0,0,10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSJx9sKqtmzNgaIs2S7u5HLCVJ83-lCUXNBPaHR51AXTSt2nsvslCXfRsORzA&s
761,채소샐러드,NULL,0,0,22,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkVuae-NkjM_NYpkhBynf1bKRRM1FNP4D8DPpvElTFBrDVKLgFSl_nko97J-0&s
762,채소전,NULL,0,0,26,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTb-C3sdu7a4IreJgM7DqNxEZJlqbWMJMqHA8b6BdtTOx2Qz8pNfG-18eGTDA&s
763,채소죽,NULL,0,0,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSl4v461bhyZo2bycNwPUSL5ViGzs_nfQ1Ikbu1wBF2vg_uxxJRko9ffsxLfw&s
764,채소튀김,NULL,0,0,20,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSG0_F6F7EZLo7P79VEqeZSkH6gYL68Jq9oAdh2vxd7ylR6m5Lzw_VfT7zd-QY&s
765,청경채나물,NULL,0,0,23,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQCVY0fo6FmInynZt6g3am1TuqbFmFY9w6HaMOw6-T2vlEzVnK6iXcLDD7Unz8&s
766,청국장찌개,"청국장찌개 : 청국장찌개는 '청나라에서 전래된 장'이라는 뜻에서 청국장, '전시(戰時)에 부식으로 시급히 필요할 때 단시간에 제조할 수 있다' 하여 전국장으로도 불린다.",0,0,15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPVzWHklcy8r5d0ApV-RrGEawpwwAOdhZNbR8cOp0dFv_3-_PWybMxRSigv74&s
767,청포묵무침,"청포묵무침 : 녹두 전분으로 만든 청포묵에 고기볶음과 데친 미나리, 구운 김 등을 섞어 만든 묵무침으로, 탕평채라고도 부른다.",0,0,24,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRzQxPlgSR0kWWThhoQjhJeA5b0QQXnIVLLr3w5It5Gl5CA5l_85GREheEUew&s
768,초당순두부,초당순두부 : 콩물이 몽글몽글하게 응고되었을때 물기를 빼지 않고 그대로 먹는 것이 순두부다.,0,0,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTxcqk02BqGBG-hMc5AE0HWnatVLhJzRU_16HvXJCzenfkJDi2hdO-LJPjnGg&s
769,초코소라빵,NULL,0,0,6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ4Mcgy4RWVly5DLNJwr4DyfA-0SHvF5SLX89AmeqvYVAKZM4OLeuFTnHxw5qU&s
770,초콜릿케이크,NULL,0,0,6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRexnfeoBHhrOFGMJ74rDH9hsWkN1iiKt8cHf42GG6fqxr9iy2vch5R1UQysXY&s
