food_no,food_class_no,food_name,food_dsc
921,17,황태구이,황태구이 : 황태에 양념장을 발라 굽는 전통요리
922,17,양념황태구이,황태구이 : 황태에 양념장을 발라 굽는 전통요리
923,16,황태콩나물찜,NULL
924,13,황태해장국,"황태해장국 : 명태의 내장을 꺼내 염분을 제거한 뒤 추운 고산 지대에서 서너 달 이상 말려 낸 황태를 잘게 찢어 육수에 조개, 버섯, 콩나물, 두부, 무 등을 넣고 끓인 해장국이다."
925,4,회냉면,회냉면 : 쫄깃하고 매운 비빔냉면에 생선회와 각종 채소를 올려서 비벼 먹는 국수 음식이다.
926,1,회덮밥,회덮밥 : 해산물과 갖은 야채를 올린 밥을 초고추장으로 간하여 먹는 덮밥류의 음식
927,24,회무침,"회무침 : 비린내가 적은 생선살을 굵게 채 썰고 오이, 양배추 등의 채소를 함께 넣어 초고추장에 무쳐 먹는 음식이다."
928,9,후라이드치킨,NULL
929,17,훈제오리,훈제오리 : 오리를 참나무 장작불에 훈제하여 구운 음식이다.
930,1,흑미밥,NULL
931,3,흑임자죽,흑임자죽 : 검은깨와 쌀을 곱게 갈아 만든 죽
